timestamp,gyroX,gyroY,gyroZ,Accel_1_X,Accel_1_Y,Accel_1_Z,Accel_2_X,Accel_2_Y,Accel_2_Z,classification
2188,-9.5,0.8,1.2,0.49,-0.15,0.93,1.13,0.39,-0.20, unclassified
2200,-8.6,0.0,1.0,0.44,0.00,0.78,1.08,0.39,-0.10, unclassified
2213,-8.6,0.2,1.0,0.49,0.05,0.78,1.08,0.39,-0.10, unclassified
2227,-8.4,0.2,1.1,0.49,0.10,0.78,1.13,0.39,-0.20, unclassified
2239,-8.2,0.3,1.2,0.49,0.15,0.78,1.08,0.34,-0.20, unclassified
2251,-8.1,0.3,1.3,0.44,0.20,0.73,1.13,0.39,-0.24, unclassified
2264,-8.1,0.1,1.4,0.39,0.20,0.73,1.03,0.44,-0.10, unclassified
2278,-8.3,0.4,1.4,0.39,0.20,0.73,1.23,0.54,-0.15, unclassified
2290,-8.8,1.9,1.4,0.34,0.24,0.59,1.13,0.54,-0.10, unclassified
2302,-8.8,1.7,1.5,0.34,0.44,0.64,1.08,0.59,-0.24, unclassified
2315,-8.7,1.5,1.5,0.34,0.54,0.69,1.13,0.54,-0.20, unclassified
2328,-8.7,1.3,1.3,0.39,0.54,0.64,1.08,0.59,-0.20, unclassified
2340,-8.5,1.5,1.0,0.39,0.59,0.69,1.13,0.64,-0.10, unclassified
2353,-8.6,1.9,1.0,0.39,0.54,0.64,1.13,0.73,-0.15, unclassified
2366,-8.8,3.2,1.0,0.34,0.59,0.69,1.23,0.73,-0.10, unclassified
2378,-9.2,3.4,1.0,0.29,0.73,0.64,1.13,0.78,-0.10, unclassified
2391,-9.1,3.6,1.1,0.34,0.83,0.64,1.18,0.73,-0.15, unclassified
2403,-8.5,3.4,1.0,0.39,0.93,0.64,1.18,0.69,-0.10, unclassified
2416,-8.3,2.9,0.8,0.29,0.93,0.64,1.18,0.78,-0.05, unclassified
2428,-8.3,3.5,0.7,0.24,0.83,0.64,1.08,0.88,-0.10, unclassified
2441,-8.5,5.2,1.4,0.24,0.88,0.64,1.18,0.98,-0.05, unclassified
2453,-8.6,5.7,1.4,0.29,0.93,0.54,1.13,0.98,-0.10, unclassified
2466,-8.7,5.4,1.1,0.29,1.13,0.54,1.08,0.83,-0.10, unclassified
2479,-7.9,5.1,1.1,0.29,1.18,0.54,1.03,0.98,-0.10, unclassified
2491,-7.8,4.9,0.9,0.24,1.13,0.49,1.08,1.03,0.00, unclassified
2503,-7.8,6.0,0.9,0.24,1.13,0.59,1.08,1.03,-0.10, unclassified
2516,-8.0,7.0,1.1,0.20,1.18,0.54,1.08,1.18,-0.05, unclassified
2529,-8.1,7.1,1.0,0.20,1.18,0.54,1.08,1.13,-0.05, unclassified
2542,-8.0,7.1,1.2,0.20,1.23,0.49,1.08,1.08,-0.05, unclassified
2554,-7.8,6.9,1.3,0.20,1.37,0.49,1.03,1.18,-0.10, unclassified
2567,-7.5,6.9,1.2,0.24,1.32,0.49,1.03,1.13,-0.05, unclassified
2580,-7.3,7.3,1.1,0.24,1.32,0.49,1.03,1.13,-0.05, unclassified
2593,-7.5,7.7,1.0,0.10,1.37,0.54,1.03,1.13,-0.10, unclassified
2606,-7.6,7.9,1.1,0.10,1.52,0.44,0.98,1.08,-0.10, unclassified
2618,-7.4,7.0,1.5,0.10,1.52,0.54,0.88,1.08,-0.10, unclassified
2631,-6.9,6.9,1.5,0.15,1.57,0.39,0.93,1.03,-0.05, unclassified
2644,-6.6,7.1,1.3,0.20,1.57,0.44,0.93,1.13,0.05, unclassified
2658,-6.6,6.9,-0.5,0.24,1.52,0.49,1.03,1.08,0.05, unclassified
